user_id,betting_count,betting_sum,credit_count,credit_sum,utility_count,utility_sum,transport_count,transport_sum,government_count,government_sum,income_count,income_sum,shops_count,shops_sum,cafes_count,cafes_sum,hotels_count,hotels_sum,entertainment_count,entertainment_sum,health_count,health_sum,parking_count,parking_sum,commission_count,commission_sum,atm_count,atm_sum,online_services_count,online_services_sum,person_transfer_count,person_transfer_sum,small_business_count,small_business_sum,credit_taken_count,credit_payment_count,total_income,total_expense,transaction_count,max_income,max_expense,avg_transaction,expense_to_income_ratio,betting_expense_ratio,credit_expense_ratio,entertainment_expense_ratio,hotels_expense_ratio,cafes_expense_ratio,utility_expense_ratio,shops_expense_ratio,betting_count_ratio,credit_count_ratio,utility_count_ratio,transport_count_ratio,risk_score,label
252,144,1557167.4,136,4272926.53,179,2932687.74,134,1441016.11,110,1793350.36,279,14828019.33,330,4406314.04,79,449292.76,10,249067.41,9,26170.72,2,20124.74,0,0.0,3,1160.26,3,58918.03,8,171478.57,1143,21253824.12,193,4445096.99,32,104,30733420.73,27775509.71,2848,1144480.6,1408100.44,20543.87,0.9038,0.0561,0.1538,0.0009,0.009,0.0162,0.1056,0.1586,0.0506,0.0478,0.0629,0.0471,5,0
253,109,2743969.9,119,4912769.45,132,1146299.29,124,1211535.59,88,1266193.11,203,16006782.04,257,4076889.04,77,1101630.64,11,114048.31,2,17417.89,5,57947.22,0,0.0,9,2634.39,7,131765.38,5,183224.62,873,11894975.87,153,2732857.94,36,83,24530710.4,23454937.94,2226,1343186.24,2063654.65,21556.9,0.9561,0.117,0.2095,0.0007,0.0049,0.047,0.0489,0.1738,0.049,0.0535,0.0593,0.0557,20,1
254,156,2838302.91,115,4171620.18,177,3311853.46,157,2527338.77,127,2391009.27,296,27273572.22,308,4264786.99,108,1513920.39,20,1453920.91,10,51119.33,3,12461.86,0,0.0,7,1547.91,9,123971.94,8,89841.07,1299,26920487.9,207,2988115.54,28,87,38619748.66,42445077.37,3078,1325689.35,1346532.97,26336.85,1.0991,0.0669,0.0983,0.0012,0.0343,0.0357,0.078,0.1005,0.0507,0.0374,0.0575,0.051,5,0
255,141,2622447.5,143,7279203.18,82,1073521.35,124,788452.86,97,1996117.38,204,14681194.05,258,4781705.66,83,1101310.4,15,586200.58,10,94265.98,2,20730.7,0,0.0,6,1840.18,12,401225.03,9,198343.97,942,16557359.01,142,2158699.11,33,110,28231064.61,26913979.99,2336,996686.2,916027.7,23606.61,0.9533,0.0974,0.2705,0.0035,0.0218,0.0409,0.0399,0.1777,0.0604,0.0612,0.0351,0.0531,20,1
256,186,3077821.89,96,2927437.22,99,4260399.82,108,1199433.98,87,3371573.79,190,9883839.85,219,2347195.32,84,1365118.02,8,60636.55,7,30911.65,1,12539.82,0,0.0,5,1287.86,3,138372.79,8,134797.57,890,12767869.91,103,2000550.43,21,75,22242535.76,22160343.19,2144,1523728.96,779871.2,20710.3,0.9963,0.1389,0.1321,0.0014,0.0027,0.0616,0.1923,0.1059,0.0868,0.0448,0.0462,0.0504,15,0
257,163,3758981.79,201,17043940.41,139,4013320.54,165,1438398.8,116,2197103.47,301,14551254.37,354,5402590.49,126,3316829.51,11,168594.58,8,19169.23,3,17870.88,0,0.0,4,2203.16,7,539281.63,3,58012.23,1273,21063220.16,189,4413227.25,61,140,36100633.75,42231948.66,3145,1662905.22,1371419.94,24907.02,1.1698,0.089,0.4036,0.0005,0.004,0.0785,0.095,0.1279,0.0518,0.0639,0.0442,0.0525,30,1
258,98,1355653.38,85,3598299.62,112,1000127.02,97,1850946.46,62,692287.0,144,11622186.92,216,3786653.74,54,948138.41,10,33332.79,5,7288.86,1,37341.29,0,0.0,3,560.7,4,138681.44,2,36099.78,740,12190424.24,106,2022945.78,26,59,19212470.8,20444386.32,1785,1042787.54,919909.79,22216.73,1.0641,0.0663,0.176,0.0004,0.0016,0.0464,0.0489,0.1852,0.0549,0.0476,0.0627,0.0543,20,1
259,101,1650078.81,112,2623479.8,127,2208035.4,121,2253260.75,113,2944940.52,207,14290891.31,293,3568823.7,86,2202367.66,15,492512.73,8,11393.19,3,21149.47,0,0.0,8,3730.1,11,325781.52,7,188972.16,1008,21196274.7,142,1826442.65,30,82,26342495.96,29807384.16,2421,1293038.97,1360819.79,23192.85,1.1315,0.0554,0.088,0.0004,0.0165,0.0739,0.0741,0.1197,0.0417,0.0463,0.0525,0.05,10,0
260,130,1539844.82,131,12253390.92,96,1473305.84,100,398403.47,95,4612232.85,230,18022203.51,278,2820391.81,75,677989.51,5,673475.56,3,9224.06,0,0.0,0,0.0,3,2598.86,7,69724.94,7,146484.84,902,16462162.19,147,1878136.5,34,97,33284898.74,28313172.75,2263,1491917.1,736326.3,27219.65,0.8506,0.0544,0.4328,0.0003,0.0238,0.0239,0.052,0.0996,0.0574,0.0579,0.0424,0.0442,20,1
261,151,3886060.81,155,4989580.31,166,995702.67,147,2434820.4,98,1102194.88,260,14918998.3,322,5265733.16,117,1742073.31,15,320306.1,6,8740.22,0,0.0,0,0.0,6,3032.97,11,191377.09,7,99732.01,1191,26475098.23,184,3636070.57,49,106,35813756.07,30938844.1,2893,1796689.38,1434476.68,23073.83,0.8639,0.1256,0.1613,0.0003,0.0104,0.0563,0.0322,0.1702,0.0522,0.0536,0.0574,0.0508,15,0
262,170,2624012.07,189,10735986.8,126,1997586.85,141,3140181.71,113,2421972.09,264,18892020.51,322,4608818.1,100,1574034.96,7,55465.99,9,137912.66,2,12400.37,0,0.0,5,948.66,6,391374.88,7,75601.33,1290,26711159.06,168,2875093.72,46,143,37072844.62,41674213.71,3008,1768795.57,1361901.7,26179.21,1.1241,0.063,0.2576,0.0033,0.0013,0.0378,0.0479,0.1106,0.0565,0.0628,0.0419,0.0469,25,1
263,145,3596730.42,142,2968369.66,177,3314201.23,181,1676703.28,102,1643685.4,296,20930658.56,332,4672325.28,73,890266.05,10,212535.76,14,39345.55,5,65814.82,0,0.0,14,3163.26,10,551861.65,6,155654.86,1267,24758795.96,199,4369240.51,32,110,29361430.58,40930762.14,3033,1272329.48,1476097.66,23175.8,1.394,0.0879,0.0725,0.001,0.0052,0.0218,0.081,0.1142,0.0478,0.0468,0.0584,0.0597,15,0
264,137,2570778.51,83,2089657.4,102,1051408.06,103,707455.34,78,1083792.93,156,9814077.58,201,1986667.63,69,1329222.95,10,188879.68,6,6510.2,1,7445.18,0,0.0,6,3340.62,4,61684.76,4,215988.83,749,12459821.93,119,1932489.82,23,60,16233899.02,19845432.33,1871,830963.78,812915.32,19283.45,1.2225,0.1295,0.1053,0.0003,0.0095,0.067,0.053,0.1001,0.0732,0.0444,0.0545,0.0551,25,1
265,101,5327776.05,160,6302255.98,97,1234390.29,101,982990.94,88,2840512.8,180,12472791.84,214,2571425.49,61,513704.05,8,114985.05,8,20210.06,2,18340.16,0,0.0,6,7778.07,5,435090.16,6,152784.8,781,14919309.64,139,3102273.06,45,115,26010157.05,26743131.34,2007,1487730.83,2203424.35,26284.65,1.0282,0.1992,0.2357,0.0008,0.0043,0.0192,0.0462,0.0962,0.0503,0.0797,0.0483,0.0503,30,1
266,152,3479615.87,122,2517146.36,152,972865.27,155,3053628.42,142,3804101.29,267,18582218.35,337,6076369.51,102,1137538.43,17,164226.48,11,39783.16,2,20167.45,0,0.0,8,3180.02,15,643626.16,7,52728.42,1124,20804269.68,199,3042835.07,43,79,30475966.05,34232549.15,2892,1278515.41,1737091.09,22375.01,1.1233,0.1016,0.0735,0.0012,0.0048,0.0332,0.0284,0.1775,0.0526,0.0422,0.0526,0.0536,20,1
267,142,2883026.65,112,2866424.83,151,3322953.74,109,1609570.23,90,1806733.9,220,16468130.48,260,4522768.25,74,1386536.8,9,165812.64,10,28105.21,1,5226.1,0,0.0,10,6264.95,4,116482.62,3,72648.43,972,14517957.37,160,1891234.7,29,83,28333508.83,24044752.26,2385,1551421.75,910901.34,21961.54,0.8486,0.1199,0.1192,0.0012,0.0069,0.0577,0.1382,0.1881,0.0595,0.047,0.0633,0.0457,5,0
268,255,4959034.63,164,7647038.3,148,2760674.3,153,1332558.64,111,3484765.16,313,20651457.38,348,5090513.73,121,2419640.98,31,275422.95,7,14334.69,3,34590.4,0,0.0,7,2538.35,9,139881.34,9,140222.59,1233,25357528.54,196,3380834.35,49,115,42723570.12,35392102.76,3197,1715698.55,1394016.31,24434.05,0.8284,0.1401,0.2161,0.0004,0.0078,0.0684,0.078,0.1438,0.0798,0.0513,0.0463,0.0479,20,1
269,92,1927362.1,113,4082683.1,107,2772006.22,124,1689821.46,83,2870443.53,204,12318013.16,256,2076446.1,91,1143079.73,10,42138.4,2,775.63,3,21252.54,0,0.0,7,1660.94,3,105369.04,3,140134.51,922,19981768.19,151,2031627.05,28,85,26482674.74,25248347.31,2225,1091049.09,691846.26,23249.9,0.9534,0.0763,0.1617,0.0,0.0017,0.0453,0.1098,0.0822,0.0413,0.0508,0.0481,0.0557,15,0
270,110,2216865.31,118,5114821.3,88,585983.84,99,1668286.18,89,1406979.02,195,8539594.94,237,4739520.09,50,534877.48,7,35594.85,9,26731.71,1,5776.39,0,0.0,10,2407.69,9,259864.77,5,71678.38,793,15146668.54,123,1958986.18,31,87,19370514.54,23227487.46,1997,1595249.6,1321426.85,21331.0,1.1991,0.0954,0.2202,0.0012,0.0015,0.023,0.0252,0.204,0.0551,0.0591,0.0441,0.0496,25,1
271,150,3004684.14,104,2452054.56,164,3156538.26,120,2039509.09,110,1548655.62,249,13335096.59,373,6400007.3,88,3119045.67,14,185309.4,6,20535.71,2,31283.4,0,0.0,12,1951.1,7,514603.36,7,225063.05,1348,23146464.33,215,2683052.2,31,73,32713716.99,29822227.81,3047,1249935.21,812526.73,20523.78,0.9116,0.1008,0.0822,0.0007,0.0062,0.1046,0.1058,0.2146,0.0492,0.0341,0.0538,0.0394,10,0
272,116,1508472.16,81,2823395.21,139,1958228.53,111,1075765.89,83,2691599.16,202,13242303.31,245,3564424.14,66,1114811.48,6,206526.09,4,41326.9,5,78747.44,0,0.0,3,2144.48,8,562253.21,6,122851.29,807,14253108.09,128,2303467.64,28,53,25487271.32,20289823.78,2050,1398007.2,1221135.01,22330.29,0.7961,0.0743,0.1392,0.002,0.0102,0.0549,0.0965,0.1757,0.0566,0.0395,0.0678,0.0541,0,0
273,140,1852665.74,148,4550329.31,112,1325662.0,113,1677700.6,91,2041083.59,228,18211078.03,234,3162368.41,82,2580929.53,14,229369.5,7,12637.69,0,0.0,0,0.0,7,1656.25,6,309011.07,6,177145.18,858,15394115.89,136,2220328.21,44,104,29481050.2,25729988.31,2254,1370128.64,1365835.16,24494.69,0.8728,0.072,0.1768,0.0005,0.0089,0.1003,0.0515,0.1229,0.0621,0.0657,0.0497,0.0501,15,0
274,142,2701060.05,154,4036300.65,136,2996858.21,144,1264110.24,117,4730732.62,245,16827233.21,281,4303519.38,103,1545833.55,13,37795.51,5,5427.46,2,14639.34,0,0.0,11,3236.5,11,504007.93,6,171328.77,1184,19477154.63,200,3073094.07,39,115,32508584.88,30084213.16,2828,1446330.82,946727.12,22133.24,0.9254,0.0898,0.1342,0.0002,0.0013,0.0514,0.0996,0.143,0.0502,0.0545,0.0481,0.0509,5,0
275,136,1789085.16,112,3662626.92,139,2051150.19,142,1508393.68,100,1928869.13,256,16454936.7,295,5262401.27,75,2988465.85,6,39575.12,5,7786.05,2,6155.3,0,0.0,12,3599.01,11,543040.7,7,182475.82,1054,18560630.0,179,3623411.71,25,87,30006724.03,31431910.17,2599,1212432.01,1884638.49,23639.34,1.0475,0.0569,0.1165,0.0002,0.0013,0.0951,0.0653,0.1674,0.0523,0.0431,0.0535,0.0546,5,0
276,185,2207176.95,113,5535717.16,126,1571819.01,134,1246041.91,81,1059186.24,216,19483603.07,259,4723996.94,65,1266702.99,12,213250.89,3,4240.82,1,7284.42,0,0.0,5,4198.7,5,126240.2,7,115887.43,932,17564069.8,151,1497310.99,28,85,24648836.18,32390481.86,2354,1170390.63,1712884.22,24230.81,1.3141,0.0681,0.1709,0.0001,0.0066,0.0391,0.0485,0.1458,0.0786,0.048,0.0535,0.0569,25,1
277,90,693105.89,94,2423919.95,104,1506600.14,98,1433312.13,70,1382021.24,148,12794311.89,206,3755007.39,57,538412.83,6,688325.33,3,6115.61,1,7943.22,0,0.0,5,1289.04,3,104740.93,4,11700.5,726,11795638.32,133,1368554.75,36,58,20440704.0,18565173.8,1787,1755142.91,1580258.84,21827.58,0.9082,0.0373,0.1306,0.0003,0.0371,0.029,0.0812,0.2023,0.0504,0.0526,0.0582,0.0548,-5,0
278,119,2867424.37,98,4377813.64,150,4293556.97,118,2984936.22,66,2286052.7,181,17535033.05,225,4334745.41,71,3093337.72,8,321395.52,7,5933.57,2,8241.79,0,0.0,5,3103.2,2,244.42,6,46887.97,845,22854203.65,147,3774635.56,34,64,32698121.64,36367068.19,2104,1772108.67,2152847.88,32825.66,1.1122,0.0788,0.1204,0.0002,0.0088,0.0851,0.1181,0.1192,0.0566,0.0466,0.0713,0.0561,15,0
279,161,1986704.27,138,3392779.08,148,2413151.33,132,1267167.99,105,1939380.78,297,19538202.07,351,5645471.46,86,1292967.37,14,766443.6,10,41702.62,1,9433.19,0,0.0,9,3755.62,12,286735.97,14,272037.0,1289,23174495.39,188,2132369.75,34,104,31039772.21,34889580.8,3021,2046643.54,1958089.16,21823.69,1.124,0.0569,0.0972,0.0012,0.022,0.0371,0.0692,0.1618,0.0533,0.0457,0.049,0.0437,10,0
280,90,987657.21,89,1930538.05,97,1165997.81,96,1864738.56,68,1564338.23,184,9248344.02,192,3165217.18,52,1033173.53,8,32086.71,6,43591.04,2,23212.69,0,0.0,7,3511.31,8,69639.98,5,87454.55,707,12834234.07,124,1386023.44,29,60,14922557.55,20986418.84,1778,644756.96,1402420.01,20196.27,1.4064,0.0471,0.092,0.0021,0.0015,0.0492,0.0556,0.1508,0.0506,0.0501,0.0546,0.054,10,0
281,174,1637758.02,85,2082875.04,104,1717987.46,92,1085862.35,63,1748079.67,179,11946773.68,212,4962316.47,64,1045720.54,16,340411.29,6,22959.39,3,21693.0,0,0.0,9,2489.46,4,86525.22,4,33658.75,823,15303524.82,118,2185232.18,28,57,24698351.7,19715968.34,2006,1220564.09,634550.07,22140.74,0.7983,0.0831,0.1056,0.0012,0.0173,0.053,0.0871,0.2517,0.0867,0.0424,0.0518,0.0459,0,0
282,123,1387834.53,109,2291265.98,110,2061620.51,129,3411698.28,96,1687578.63,250,16075803.32,291,3377101.96,99,3172337.51,16,70725.45,10,47052.26,2,15151.93,0,0.0,6,1397.55,8,153964.77,7,40523.86,1034,19351429.71,174,2137497.82,37,72,29017466.37,27477553.23,2527,1381447.05,1275125.45,22356.56,0.9469,0.0505,0.0834,0.0017,0.0026,0.1155,0.075,0.1229,0.0487,0.0431,0.0435,0.051,10,0
283,138,1809986.64,137,6165029.88,161,2223275.62,151,2260076.58,126,1667181.46,287,20695753.53,310,5947055.16,83,1167062.84,15,281248.23,7,60670.52,1,14491.23,0,0.0,9,3587.47,6,731642.97,4,17292.02,1170,20008204.59,199,4123134.63,37,100,32545096.06,35467143.85,2887,1241636.94,1047049.6,23558.1,1.0898,0.051,0.1738,0.0017,0.0079,0.0329,0.0627,0.1677,0.0478,0.0475,0.0558,0.0523,20,1
284,128,1349705.79,119,4416093.06,112,1104412.53,120,862036.69,121,2028829.18,236,15899160.58,310,5606523.78,84,335393.86,7,22025.96,7,11679.9,1,4471.73,0,0.0,6,1229.84,9,521280.27,14,366395.53,1046,16684188.88,178,2832767.43,30,89,25299170.7,27023576.83,2547,1182210.78,1914894.93,20542.89,1.0682,0.0499,0.1634,0.0004,0.0008,0.0124,0.0409,0.2075,0.0503,0.0467,0.044,0.0471,15,0
285,153,2985322.88,123,5005579.84,204,2475783.55,168,1531462.98,111,2737705.49,285,20388018.62,366,7944758.09,98,995371.77,15,240299.5,8,36652.82,4,36975.8,0,0.0,16,6760.21,13,571705.32,16,613983.23,1295,24374597.04,222,4569689.02,30,93,38611976.0,36755508.51,3176,1861051.78,1079114.43,23730.32,0.9519,0.0812,0.1362,0.001,0.0065,0.0271,0.0674,0.2162,0.0482,0.0387,0.0642,0.0529,0,0
286,114,1238604.68,105,3385416.11,118,841158.65,127,944861.93,105,2587083.74,253,17671526.42,261,2516439.99,98,2083251.64,13,282013.17,6,14593.89,5,26450.07,0,0.0,4,961.43,11,480831.58,7,53427.96,1068,22001504.43,137,1120938.24,28,77,27668111.62,27939369.54,2495,1108800.67,1130565.21,22287.57,1.0098,0.0443,0.1212,0.0005,0.0101,0.0746,0.0301,0.0901,0.0457,0.0421,0.0473,0.0509,5,0
287,148,2860837.87,144,7419185.97,137,2052432.94,138,2874548.91,118,4128783.82,277,15382339.94,289,2681690.85,97,3061564.3,16,159225.91,9,40446.88,3,22693.34,0,0.0,10,4925.22,6,235070.34,7,357850.61,1092,24936026.42,159,853860.02,29,115,30015222.66,40147287.16,2721,1325065.56,1701493.42,25785.56,1.3376,0.0713,0.1848,0.001,0.004,0.0763,0.0511,0.0668,0.0544,0.0529,0.0503,0.0507,25,1
288,222,2977423.8,116,5264618.68,117,3431527.28,125,2476826.53,90,2781860.04,262,18903841.4,306,4300212.18,96,3616104.14,16,559174.21,6,41689.3,4,31041.51,0,0.0,7,3792.68,12,682539.79,9,159657.98,1055,22409882.32,163,2780337.07,42,74,38367945.14,32840588.01,2686,1297135.48,2207071.8,26511.0,0.8559,0.0907,0.1603,0.0013,0.017,0.1101,0.1045,0.1309,0.0827,0.0432,0.0436,0.0465,25,1
289,170,3207897.24,99,3686723.11,75,605917.59,84,2870461.01,70,858993.05,180,12962895.15,241,6595117.25,57,2100850.2,6,809284.05,1,553.36,2,17434.25,0,0.0,4,2136.03,4,23546.66,8,207665.88,817,14945457.42,132,2236576.79,29,70,27833792.05,24488014.72,1996,949441.01,1953225.01,26213.33,0.8798,0.131,0.1506,0.0,0.033,0.0858,0.0247,0.2693,0.0852,0.0496,0.0376,0.0421,25,1
290,133,2162952.52,112,3669689.36,155,1314433.03,114,759674.65,100,2506661.54,230,15006576.45,277,3214366.84,75,1448627.35,16,992428.75,7,13268.46,3,14134.9,0,0.0,9,3951.36,9,876688.87,4,25562.5,1035,16628665.73,158,3293079.37,28,84,28379098.31,26449626.05,2503,1220596.74,1574096.45,21905.2,0.932,0.0818,0.1387,0.0005,0.0375,0.0548,0.0497,0.1215,0.0531,0.0447,0.0619,0.0455,0,0
291,132,2816251.76,97,2541978.88,76,1387607.12,95,1257290.18,69,1792767.91,180,13128168.61,207,1091484.59,63,1149002.96,16,373942.69,6,11088.91,1,9381.41,0,0.0,10,4610.65,3,2387.8,4,139054.09,714,12915123.02,120,1629074.4,29,68,21959869.39,19942029.63,1844,1375950.63,1414980.56,22723.37,0.9081,0.1412,0.1275,0.0006,0.0188,0.0576,0.0696,0.0547,0.0716,0.0526,0.0412,0.0515,10,0
292,130,3409537.3,122,2686903.59,182,3257639.07,139,767530.19,95,1621866.49,288,22205312.12,312,5296863.7,91,715004.91,10,96079.39,7,31750.9,2,16029.21,0,0.0,11,2570.63,8,217719.33,5,119102.1,1122,20819604.99,188,2901122.25,35,87,34054853.0,31117036.46,2773,1368253.61,1082889.85,23502.3,0.9137,0.1096,0.0863,0.001,0.0031,0.023,0.1047,0.1702,0.0469,0.044,0.0656,0.0501,5,0
293,162,3254208.63,196,6566526.91,129,5601992.75,149,1392716.29,115,1084556.73,277,16525797.33,348,7355881.08,114,2327042.87,16,38409.95,7,6567.38,3,24436.68,0,0.0,12,11083.78,13,768678.92,9,256947.48,1145,22483552.78,194,3503994.43,55,141,34407823.67,37571817.39,2959,1030076.0,1652921.12,24325.66,1.092,0.0866,0.1748,0.0002,0.001,0.0619,0.1491,0.1958,0.0547,0.0662,0.0436,0.0504,25,1
294,143,3836324.55,185,9768358.94,132,2291512.68,118,849391.45,97,1583127.78,239,20742995.69,315,2991623.31,82,1802110.96,13,58617.85,14,47183.34,0,0.0,0,0.0,5,1593.2,9,199907.33,8,76185.65,1102,22883482.92,181,3606137.36,51,134,32193948.04,39588706.07,2702,1205750.18,2240316.21,26566.49,1.2297,0.0969,0.2467,0.0012,0.0015,0.0455,0.0579,0.0756,0.0529,0.0685,0.0489,0.0437,35,1
295,95,1971482.03,134,3428099.89,77,1062941.89,87,923796.02,60,2469610.34,167,13026982.64,180,3583574.21,50,2497576.46,10,108740.04,7,21062.74,0,0.0,0,0.0,7,1538.5,3,647874.4,7,123740.95,723,14582886.35,120,3018564.12,24,110,21052999.69,26671201.02,1774,1422644.61,1620540.93,26902.03,1.2669,0.0739,0.1285,0.0008,0.0041,0.0936,0.0399,0.1344,0.0536,0.0755,0.0434,0.049,20,1
296,125,2629269.52,143,5799904.59,147,1352972.75,148,1627943.25,108,3158065.75,277,21440436.4,322,4927247.21,81,1738814.0,8,74488.93,11,3587.66,3,17674.13,0,0.0,9,4332.81,17,1115384.6,6,172548.76,1164,25822266.34,170,2357421.71,33,110,38475145.75,35228754.69,2817,1698226.18,1109194.08,26163.97,0.9156,0.0746,0.1646,0.0001,0.0021,0.0494,0.0384,0.1399,0.0444,0.0508,0.0522,0.0525,5,0
297,116,1479656.26,175,7585300.59,108,1043977.19,124,2323235.28,92,1883067.49,250,22611712.5,275,4506651.56,87,1154671.2,13,900525.29,9,28169.11,3,53890.11,0,0.0,3,1055.87,6,382871.26,9,63532.53,1019,19648557.86,158,4454208.96,47,128,38167260.09,30341129.82,2502,1389727.99,895122.98,27381.45,0.795,0.0488,0.25,0.0009,0.0297,0.0381,0.0344,0.1485,0.0464,0.0699,0.0432,0.0496,0,0
298,138,3814162.99,122,3703540.32,149,3104180.6,133,1093375.49,100,1277423.61,264,20227225.07,291,3805975.63,84,2473207.16,18,309565.5,6,66106.44,1,2175.13,0,0.0,5,2829.1,6,131339.17,5,115804.1,1017,18787929.35,146,2537464.72,44,78,35364397.99,28843813.34,2558,1689984.47,1899180.02,25100.94,0.8156,0.1322,0.1284,0.0023,0.0107,0.0857,0.1076,0.132,0.0539,0.0477,0.0582,0.052,10,0
299,158,1638660.83,184,8577693.91,134,1232062.6,133,1422432.63,109,3299472.12,261,14101718.8,341,4832597.49,88,1914309.61,12,1393854.65,7,9420.92,0,0.0,0,0.0,7,3132.0,7,336386.86,5,43986.21,1192,21974022.84,163,3876039.73,47,137,36488684.71,28511049.72,2878,1252788.71,742511.7,22585.04,0.7814,0.0575,0.3009,0.0003,0.0489,0.0671,0.0432,0.1695,0.0549,0.0639,0.0466,0.0462,15,0
300,123,2807943.75,132,6327455.14,154,3522518.05,129,1152566.9,105,961735.04,253,11677546.56,310,4999379.77,90,1315848.52,16,476278.54,9,85409.89,2,10630.5,0,0.0,7,3917.15,7,585772.34,4,1333.38,1170,23112837.71,182,2950970.74,39,93,27061295.15,35180907.98,2762,977765.94,1846824.48,22535.19,1.3,0.0798,0.1799,0.0024,0.0135,0.0374,0.1001,0.1421,0.0445,0.0478,0.0558,0.0467,30,1
301,131,1676416.47,134,4145818.94,108,694330.8,116,1639794.27,99,2188378.37,220,12928979.93,281,4690329.88,73,1130879.24,17,1500616.75,10,64724.89,2,21729.17,0,0.0,5,3293.08,8,314962.37,7,137555.15,1124,17433221.91,155,3541913.1,31,103,29123793.42,23208735.82,2562,1212848.17,1357214.06,20426.44,0.7969,0.0722,0.1786,0.0028,0.0647,0.0487,0.0299,0.2021,0.0511,0.0523,0.0422,0.0453,10,0
302,142,1388215.63,105,4526501.18,139,1987977.32,131,1720408.25,100,2133057.63,250,11605451.29,289,4061246.52,82,980353.82,14,376695.29,6,14773.56,4,20967.98,0,0.0,9,2723.54,13,1245611.77,6,161823.09,1058,16681480.3,196,1212561.53,28,77,22652343.52,26534286.37,2614,1243844.2,714408.9,18816.61,1.1714,0.0523,0.1706,0.0006,0.0142,0.0369,0.0749,0.1531,0.0543,0.0402,0.0532,0.0501,20,1
303,100,1768348.93,77,1939741.89,95,930956.75,88,651911.66,81,1841631.92,160,11096758.75,182,4014987.24,48,1122741.54,9,79802.11,5,7842.89,2,12692.24,0,0.0,6,2468.59,13,301461.35,8,58337.54,706,13700845.84,130,4285410.21,25,52,20275327.5,21965612.43,1752,1419563.72,1523987.22,24110.13,1.0834,0.0805,0.0883,0.0004,0.0036,0.0511,0.0424,0.1828,0.0571,0.0439,0.0542,0.0502,10,0
304,176,3390647.12,93,3142984.68,102,2634872.37,97,1177383.53,97,1718699.22,180,13052813.3,230,2692678.01,71,1133227.12,8,172010.84,8,14484.64,1,7674.61,0,0.0,5,3472.25,3,63230.52,6,90070.6,781,15043986.35,124,2319789.58,30,63,24642130.39,22316899.96,2022,1250452.67,1286503.52,23224.05,0.9056,0.1519,0.1408,0.0006,0.0077,0.0508,0.1181,0.1207,0.087,0.046,0.0504,0.048,10,0
305,107,1326543.93,106,5785518.7,126,1646328.28,106,3961967.66,80,2797590.73,197,10425345.7,235,2431304.68,56,1297056.16,9,33083.76,10,48497.09,5,29709.34,0,0.0,6,3344.75,11,458597.27,5,171421.82,932,21980593.7,164,3285354.74,26,80,27892179.59,28235390.26,2213,1157421.45,2240873.94,25362.66,1.0123,0.047,0.2049,0.0017,0.0012,0.0459,0.0583,0.0861,0.0484,0.0479,0.0569,0.0479,5,0
306,127,2411464.45,184,5767861.04,126,2383578.32,132,1718528.89,101,1234955.75,211,11017931.96,272,4669793.32,83,1782844.73,14,180770.25,5,10866.1,1,285.12,0,0.0,4,1302.21,6,153410.37,10,46211.92,1026,21612535.99,152,2033985.54,41,143,27137463.58,29134786.22,2512,1881519.29,1343520.6,22401.37,1.0736,0.0828,0.198,0.0004,0.0062,0.0612,0.0818,0.1603,0.0506,0.0732,0.0502,0.0525,15,0
307,146,2561699.89,183,10431095.23,155,1912226.5,150,1734745.46,122,4162567.72,291,19055258.56,323,6919052.82,88,1958011.3,16,138022.91,3,17129.31,1,6647.83,0,0.0,7,3771.98,11,391994.46,10,138549.73,1184,24931220.02,206,2908393.05,50,133,39283610.13,38730016.1,2983,1273317.32,918242.74,26152.74,0.9859,0.0661,0.2693,0.0004,0.0036,0.0506,0.0494,0.1786,0.0489,0.0613,0.052,0.0503,20,1
308,237,3318073.83,130,4669688.73,149,2406918.1,161,1585881.7,119,2919922.21,253,13710725.28,302,3296585.62,117,2255484.05,19,1010590.41,8,10419.83,1,412.29,0,0.0,11,2632.65,10,610514.9,5,48486.21,1215,26246409.56,173,4212292.53,36,94,33149562.21,34404054.5,2992,1419264.39,1374455.52,22578.08,1.0378,0.0964,0.1357,0.0003,0.0294,0.0656,0.07,0.0958,0.0792,0.0434,0.0498,0.0538,15,0
309,130,2140982.73,73,1401550.34,84,1296511.2,107,966815.95,72,4236246.4,146,12776591.35,208,2524961.99,62,1987192.99,13,214328.25,4,7376.13,1,6007.25,0,0.0,7,3800.51,13,1368473.82,7,162276.81,740,11972219.16,104,2884420.81,21,52,21645657.21,24467014.69,1817,1275793.82,1814609.59,25378.47,1.1303,0.0875,0.0573,0.0003,0.0088,0.0812,0.053,0.1032,0.0715,0.0402,0.0462,0.0589,15,0
310,133,3211981.81,185,7365854.7,110,1461979.08,129,2199548.34,102,5749970.94,254,16300136.38,255,4130876.13,80,2229342.05,14,86867.39,2,12592.27,4,35605.8,0,0.0,8,6027.86,7,315799.42,14,153884.79,1113,22572453.19,156,4097866.73,48,137,34534817.53,36076552.78,2640,1018246.96,1385152.12,26746.73,1.0446,0.089,0.2042,0.0003,0.0024,0.0618,0.0405,0.1145,0.0504,0.0701,0.0417,0.0489,25,1
